"Fecha" "Hora" "TempFondo" "TempEntrada" "TempMedio" "CO2Fondo" "CO2Medio" "CO2Entrada" "HRFondo" "HRMedio" "HREntrada" "ConsumoUE03" "Dia" "TipoDia"
"25/09/2014" "18:00" 27 27.16 26.16 530.23 582.84 446.61 45.19 51.8 46.44 3 "Jueves" "Laborable"
"25/09/2014" "19:00" 26.88 26.16 25.48 409.65 482.58 354.12 44.72 52.46 48.06 1.31 "Jueves" "Laborable"
"26/09/2014" "9:00" 23.21 24.48 24.77 408.91 503.04 387.09 51.37 50.75 49.1 0.14 "Viernes" "Laborable"
"26/09/2014" "10:00" 23.62 24.9 25.04 567.52 692.96 560.51 50.59 51.08 49.02 0.27 "Viernes" "Laborable"
"26/09/2014" "11:00" 24.15 25.3 25.29 642.82 763.08 631.41 50.21 51.43 49.17 0.27 "Viernes" "Laborable"
"26/09/2014" "12:00" 24.65 25.76 25.55 611.95 742.91 595.36 50.36 51.72 49 4 "Viernes" "Laborable"
"26/09/2014" "13:00" 25.7 26.75 26.24 622.49 763.37 542.7 49.51 51.94 48.12 2.48 "Viernes" "Laborable"
"26/09/2014" "14:00" 26.44 27.18 26.56 555.11 662.53 468.63 48.3 51.68 47.68 0.41 "Viernes" "Laborable"
"26/09/2014" "15:00" 26.88 27.39 26.61 417.21 518.22 384.68 49.12 52.87 48.13 0.3 "Viernes" "Laborable"
"26/09/2014" "16:00" 27.45 27.92 27.04 424.69 463.06 367.17 45.91 51.45 46.63 0.84 "Viernes" "Laborable"
"26/09/2014" "17:00" 26.82 27.66 26.69 667.21 555.24 561.11 40.79 50.12 44.09 3.67 "Viernes" "Laborable"
"26/09/2014" "18:00" 26.5 27.31 26.4 660.01 570.07 549.92 40.57 50.16 44.48 3.79 "Viernes" "Laborable"
"26/09/2014" "19:00" 26.86 27.4 26.6 459.07 505.6 414.32 43.84 50.36 45.26 1.15 "Viernes" "Laborable"
"29/09/2014" "9:00" 23.57 24.62 24.69 445.08 529.72 389.58 58.46 55.23 53.2 0.14 "Lunes" "Laborable"
"29/09/2014" "10:00" 24.17 25.15 24.92 696.6 790.57 644.48 56.85 55.5 52.75 0.27 "Lunes" "Laborable"
"29/09/2014" "11:00" 24.81 25.6 25.48 701.06 804.22 651.22 54.92 55.01 52.22 0.27 "Lunes" "Laborable"
"29/09/2014" "12:00" 25.12 25.72 25.49 700.99 754.36 534.48 54.71 55.12 52.02 0.27 "Lunes" "Laborable"
"29/09/2014" "13:00" 25.54 26.07 25.77 716.45 745.54 535.85 54.36 55.12 51.72 0.27 "Lunes" "Laborable"
"29/09/2014" "14:00" 25.88 26.45 25.92 700.18 720.52 510.42 53.2 54.81 50.69 0.91 "Lunes" "Laborable"
"29/09/2014" "15:00" 25.91 26.71 25.93 618.18 669.8 506.59 51.94 54.29 49.81 1.28 "Lunes" "Laborable"
"29/09/2014" "16:00" 26 26.95 26 603.54 684.47 554.25 49.76 53.73 48.61 8 "Lunes" "Laborable"
"29/09/2014" "17:00" 25.98 26.45 25.8 759.27 757.98 510.16 47.59 52.95 48.56 2.72 "Lunes" "Laborable"
"29/09/2014" "18:00" 26.02 26.65 25.94 795.22 763.14 677.55 43.67 50.91 45.72 3.43 "Lunes" "Laborable"
"29/09/2014" "19:00" 25.98 26.38 25.81 840.45 802.63 736.58 41.11 49.75 44.23 3.17 "Lunes" "Laborable"
"30/09/2014" "9:00" 23.46 24.64 24.88 492.39 538.25 379.67 53.38 52.03 50.22 0.14 "Martes" "Laborable"
"30/09/2014" "10:00" 23.89 25 25.05 666.35 704.79 593.5 51.15 51.39 49.53 7 "Martes" "Laborable"
"30/09/2014" "11:00" 24.34 25.43 25.4 714.81 781.27 636.84 49.91 51.28 48.99 0.27 "Martes" "Laborable"
"30/09/2014" "12:00" 24.82 25.79 25.5 715.07 776.53 606 49.75 51.82 49.06 7 "Martes" "Laborable"
"30/09/2014" "13:00" 25.34 26.11 25.64 728.49 771.66 525.91 50.21 52.72 49.69 0.27 "Martes" "Laborable"
"30/09/2014" "14:00" 25.88 26.49 26 532.66 664.55 494.2 49.65 52.91 49.1 8 "Martes" "Laborable"
"30/09/2014" "15:00" 25.91 26.82 25.87 551.24 619 487.16 50.68 53.97 49.43 3 "Martes" "Laborable"
"30/09/2014" "16:00" 25.93 26.98 25.77 618.94 610.72 476.29 51.41 54.48 49.51 1.81 "Martes" "Laborable"
"30/09/2014" "17:00" 25.93 27.04 25.84 702.94 715.24 559.83 50.01 53.67 48.69 2.72 "Martes" "Laborable"
"30/09/2014" "18:00" 25.99 26.82 25.96 786.66 747.95 671.27 44.11 51.62 45.35 3 "Martes" "Laborable"
"30/09/2014" "19:00" 25.92 26.51 25.91 682.04 670.89 584.79 50.58 53.48 49.16 0.97 "Martes" "Laborable"
"10/01/2014" "9:00" 23.93 24.95 24.7 744.16 814.27 636.48 52.21 52.42 49.94 0.27 "Miércoles" "Laborable"
"10/01/2014" "10:00" 24.4 25.34 25.08 737.65 863.61 682.76 50.81 52.36 49.73 0.27 "Miércoles" "Laborable"
"10/01/2014" "11:00" 24.92 25.71 25.5 792.33 895.48 670.18 50.71 52.71 49.8 0.27 "Miércoles" "Laborable"
"10/01/2014" "12:00" 25.48 26.01 25.73 779.67 866.63 579.91 50.77 53.29 50.16 0.27 "Miércoles" "Laborable"
"10/01/2014" "13:00" 25.9 26.44 25.86 750.83 806.07 608.75 51.09 54.28 50.38 1.7 "Miércoles" "Laborable"
"10/01/2014" "14:00" 25.92 26.96 25.89 622.2 699.21 538.49 52.2 55.28 50.17 0.91 "Miércoles" "Laborable"
"10/01/2014" "15:00" 26.07 27.11 25.93 720.24 732.66 561.61 52.08 55.45 50.02 2.74 "Miércoles" "Laborable"
"10/01/2014" "16:00" 25.95 26.86 25.64 625.87 633.75 459.75 50.42 54.2 49.93 3.25 "Miércoles" "Laborable"
"10/01/2014" "17:00" 26.23 27.09 26.08 523.47 510.53 416.79 48.47 54.82 48.53 3.83 "Miércoles" "Laborable"
"10/01/2014" "18:00" 26.45 26.92 26.08 430.88 467.99 368.39 54.32 56.7 51 5 "Miércoles" "Laborable"
"10/01/2014" "19:00" 27.41 27.36 26.56 387.61 453.31 334.54 52.81 56.28 51.09 0.3 "Miércoles" "Laborable"
"10/02/2014" "9:00" 24.45 25.38 25.61 652.09 767.06 580.15 54.33 53.73 51.52 0.26 "Jueves" "Laborable"
"10/02/2014" "10:00" 24.91 25.91 26.03 643.1 768.55 642.6 53.59 53.81 51.61 0.26 "Jueves" "Laborable"
"10/02/2014" "11:00" 25.3 26.45 26.22 559.84 722.13 581.43 54.61 54.3 51.42 0.26 "Jueves" "Laborable"
"10/02/2014" "12:00" 25.84 26.78 26.35 620.44 713.97 617.25 54.37 54.92 51.53 0.97 "Jueves" "Laborable"
"10/02/2014" "13:00" 25.95 26.54 26.04 544.6 580.42 515.18 54.23 56.13 51.68 2.2 "Jueves" "Laborable"
"10/02/2014" "14:00" 25.93 26.75 25.92 474.85 494.86 406.71 53.57 57.27 52.01 1.26 "Jueves" "Laborable"
"10/02/2014" "15:00" 26.09 27.06 26.1 543.17 502.94 432.73 51.4 56.3 49.62 3.21 "Jueves" "Laborable"
"10/02/2014" "16:00" 26.14 27.1 26.09 664.82 530.26 530.3 44.54 55.05 46.88 3.88 "Jueves" "Laborable"
"10/02/2014" "17:00" 26.39 27.21 26.16 726.85 570.75 601.47 42.37 55 46.85 7 "Jueves" "Laborable"
"10/02/2014" "18:00" 26.38 27.08 26.21 585.38 545.06 527.38 46.46 54.65 47.89 3.81 "Jueves" "Laborable"
"10/02/2014" "19:00" 26.41 27.08 26.29 470.64 480.15 413.18 49.09 55.57 49.17 0.85 "Jueves" "Laborable"
"10/03/2014" "9:00" 24.94 25.88 26.16 644.37 802.34 634.79 54.06 53.42 51.51 0.27 "Viernes" "Laborable"
"10/03/2014" "10:00" 25.54 26.41 26.26 777.52 878.68 670.63 53.11 53.8 51.07 0.27 "Viernes" "Laborable"
"10/03/2014" "11:00" 25.98 26.93 26.52 741.85 880.97 696.2 51.43 53.7 50.29 0.99 "Viernes" "Laborable"
"10/03/2014" "12:00" 25.92 26.55 26.29 849.57 835.74 663.89 52.87 54.4 51.36 1.57 "Viernes" "Laborable"
"10/03/2014" "13:00" 25.93 26.61 26.04 705.21 729.57 566.09 51.63 54.53 50.55 1.78 "Viernes" "Laborable"
"10/03/2014" "14:00" 26.02 26.97 26.13 592.21 631.99 452.31 50.28 55.01 50.24 2.18 "Viernes" "Laborable"
"10/03/2014" "15:00" 26.1 27.07 26.25 666 652.38 501.08 49.12 53.11 48.52 9 "Viernes" "Laborable"
"10/03/2014" "16:00" 26.21 27.12 26.26 804.34 787.18 686.46 44.08 51.59 45.63 3.81 "Viernes" "Laborable"
"10/03/2014" "17:00" 26.39 27.02 26.18 881.72 882.16 780.41 42.39 50.42 44.66 3.55 "Viernes" "Laborable"
"10/03/2014" "18:00" 26.02 26.47 25.94 705.07 750.46 601.89 45.35 50.27 46.16 2.42 "Viernes" "Laborable"
"10/03/2014" "19:00" 25.93 26.46 26.08 496.97 571.05 397.2 51.17 53.22 49.68 0.9 "Viernes" "Laborable"
"10/06/2014" "9:00" 23.1 23.75 23.53 668.53 709.99 614.66 57.29 56.31 53.58 0.27 "Lunes" "Laborable"
"10/06/2014" "10:00" 23.72 24.11 23.81 713.79 738.28 628.69 57.09 56.95 54.03 0.27 "Lunes" "Laborable"
"10/06/2014" "11:00" 24.15 24.4 24.01 700.82 721.22 593.73 57.5 57.54 54.52 0.27 "Lunes" "Laborable"
"10/06/2014" "12:00" 24.44 24.62 24.17 655.26 697.64 588.35 58.19 58.08 54.9 0.27 "Lunes" "Laborable"
"10/06/2014" "13:00" 24.75 24.83 24.47 649.95 715.72 583.13 58.8 58.72 55.47 0.27 "Lunes" "Laborable"
"10/06/2014" "14:00" 24.83 24.95 24.69 566.41 664.44 548.79 59.36 59.18 55.96 0.27 "Lunes" "Laborable"
"10/06/2014" "15:00" 24.82 24.6 24.47 578.71 644.75 459.4 60.17 59.72 56.49 0.27 "Lunes" "Laborable"
"10/06/2014" "16:00" 24.98 24.46 24.5 563.11 667.39 488.53 59.33 59.37 56.65 0.27 "Lunes" "Laborable"
"10/06/2014" "17:00" 25.08 24.64 24.6 585.62 631.3 460.45 58.35 58.79 55.97 0.27 "Lunes" "Laborable"
"10/06/2014" "18:00" 25.18 25.03 24.89 588.46 632.13 463.57 57.9 58.51 55.22 0.27 "Lunes" "Laborable"
"10/06/2014" "19:00" 24.84 25.05 24.9 468.85 536.71 410.95 58.38 58.1 54.74 0.14 "Lunes" "Laborable"
"10/07/2014" "9:00" 22.68 23.16 22.94 638.99 702.64 590.82 60.67 58.38 55.68 0.27 "Martes" "Laborable"
"10/07/2014" "10:00" 23.25 23.55 23.18 693.25 765.72 637.45 59.41 58.65 55.56 0.27 "Martes" "Laborable"
"10/07/2014" "11:00" 23.79 23.95 23.59 708.52 805.71 638.49 58.75 58.85 55.45 0.27 "Martes" "Laborable"
"10/07/2014" "12:00" 24.41 24.43 24.15 773.01 862.7 711.41 57.81 58.51 55.04 0.27 "Martes" "Laborable"
"10/07/2014" "13:00" 24.78 24.64 24.38 780.81 876.63 698.17 57.25 58.4 54.77 0.27 "Martes" "Laborable"
"10/07/2014" "14:00" 24.79 24.57 24.12 593.88 601.25 417.02 56.19 57.09 53.07 0.27 "Martes" "Laborable"
"10/07/2014" "15:00" 24.94 24.8 24.38 599.35 690.57 551.99 55.92 57.52 53.72 0.27 "Martes" "Laborable"
"10/07/2014" "16:00" 25.26 25.09 24.7 676.27 749.77 647.48 56.53 58.1 54.48 0.27 "Martes" "Laborable"
"10/07/2014" "17:00" 25.61 25.2 25.02 735.54 824.16 669.01 57.06 58.52 55.04 0.27 "Martes" "Laborable"
"10/07/2014" "18:00" 25.67 25.23 25.16 745.34 787.08 633.62 57.47 58.73 55.54 0.27 "Martes" "Laborable"
"10/07/2014" "19:00" 25.18 25.14 25.04 605.12 676.59 603.28 58.56 58.91 56.28 0.27 "Martes" "Laborable"
"10/08/2014" "9:00" 23.51 23.8 24.01 597.84 691.58 615.83 62.84 60.02 57.9 0.27 "Miércoles" "Laborable"
"10/08/2014" "10:00" 24.16 24.11 24.16 769.7 847.23 751.92 62.12 60.61 58.44 0.27 "Miércoles" "Laborable"
"10/08/2014" "11:00" 24.63 24.39 24.39 732.68 842.39 748.39 62.1 61 58.66 7 "Miércoles" "Laborable"
"10/08/2014" "12:00" 24.86 24.54 24.55 708.09 794.89 699.42 61.89 60.88 58.32 0.27 "Miércoles" "Laborable"
"10/08/2014" "13:00" 25.05 24.69 24.86 725.24 830.83 711.36 60.73 60.26 57.68 0.27 "Miércoles" "Laborable"
"10/08/2014" "14:00" 24.91 24.67 24.55 640.6 775.6 654.91 60.14 59.79 57.05 0.27 "Miércoles" "Laborable"
"10/08/2014" "15:00" 24.86 24.68 24.42 610.54 740.51 626.43 59.33 59.24 56.39 0.27 "Miércoles" "Laborable"
"10/08/2014" "16:00" 25.05 24.94 24.74 691.26 812.93 694.95 58.13 58.62 55.69 0.27 "Miércoles" "Laborable"
"10/08/2014" "17:00" 25.2 25.08 25.04 731.54 784.25 677.08 57.35 58.03 54.91 0.27 "Miércoles" "Laborable"
"10/08/2014" "18:00" 25.08 24.98 24.95 659.93 708.77 569.75 56.69 57.31 53.98 0.27 "Miércoles" "Laborable"
"10/08/2014" "19:00" 24.52 24.71 24.78 493.39 593.23 464.5 56.92 56.61 53.49 0.14 "Miércoles" "Laborable"
"10/09/2014" "9:00" 22.14 22.64 22.57 656.68 723.25 602.09 60.43 58.12 55.72 0.27 "Jueves" "Laborable"
"10/09/2014" "10:00" 22.81 23.08 23.18 722.59 780.44 706.51 58.86 57.99 55.69 0.27 "Jueves" "Laborable"
"10/09/2014" "11:00" 23.18 23.3 23.3 737.91 824.48 727.99 58.37 58.14 55.63 0.27 "Jueves" "Laborable"
"10/09/2014" "12:00" 23.66 23.7 23.72 810.26 866.82 752.69 57.77 58.23 55.48 0.27 "Jueves" "Laborable"
"10/09/2014" "13:00" 23.91 23.84 23.77 768.27 792.81 689.8 57.51 58.16 55.19 0.27 "Jueves" "Laborable"
"10/09/2014" "14:00" 23.84 23.91 23.71 673.5 759.85 635.31 57.62 58.45 55.29 0.27 "Jueves" "Laborable"
"10/09/2014" "15:00" 24.31 24.68 24.04 740.71 786.78 615.54 57.81 58.68 53.97 0.27 "Jueves" "Laborable"
"10/09/2014" "16:00" 24.86 25.48 24.71 564.47 734.21 589.3 55.31 57.56 52.69 0.27 "Jueves" "Laborable"
"10/09/2014" "17:00" 24.97 25.18 24.68 624.03 790.39 611.66 54.96 57.35 53.03 0.27 "Jueves" "Laborable"
"10/09/2014" "18:00" 24.66 24.82 24.54 609.89 689.93 546.46 55.77 57.01 53.3 0.27 "Jueves" "Laborable"
"10/09/2014" "19:00" 24.22 24.54 24.3 491.05 567.7 439.06 56.2 56.74 53.25 0.14 "Jueves" "Laborable"
"10/10/2014" "9:00" 21.51 22.31 22.44 581.57 681.56 558.48 59.97 57.09 54.95 0.27 "Viernes" "Laborable"
"10/10/2014" "10:00" 22.02 22.83 22.87 727.97 829.87 705.5 58.85 57.22 54.78 0.27 "Viernes" "Laborable"
"10/10/2014" "11:00" 22.68 23.21 23.07 832.81 886.63 781.35 58.31 57.57 54.7 0.26 "Viernes" "Laborable"
"10/10/2014" "12:00" 23.37 23.79 22.94 821.65 953.03 849.21 57.1 57.56 54.16 0.3 "Viernes" "Laborable"
"10/10/2014" "13:00" 24.06 24.38 22.75 851.89 962.75 762.8 56.12 57.58 53.19 0.3 "Viernes" "Laborable"
"10/10/2014" "14:00" 24.25 24.41 22.76 637.77 778.18 586.6 54.93 57.22 52.7 0.3 "Viernes" "Laborable"
"10/10/2014" "15:00" 24.34 24.47 22.85 543.51 684.75 484.28 54.02 56.71 52.14 0.3 "Viernes" "Laborable"
"10/10/2014" "16:00" 25.03 25.23 23.49 780.19 919.88 758.54 53.9 57.05 52.22 0.3 "Viernes" "Laborable"
"10/10/2014" "17:00" 25.4 25.18 23.8 771.33 848.91 732.24 53.2 56.52 52.38 0.3 "Viernes" "Laborable"
"10/10/2014" "18:00" 25.08 24.85 23.8 634.76 667.28 609.47 54.03 56.36 52.87 0.3 "Viernes" "Laborable"
"10/10/2014" "19:00" 24.53 24.55 23.46 561.9 600.03 593.78 55.47 56.72 53.62 0.3 "Viernes" "Laborable"
"13/10/2014" "9:00" 21.65 22.04 21.21 636.87 832.73 712.58 61.98 59.72 57.66 0.3 "Lunes" "Laborable"
"13/10/2014" "10:00" 22.29 22.51 21.62 840.42 1040.71 888.7 61.25 59.91 57.33 0.3 "Lunes" "Laborable"
"13/10/2014" "11:00" 22.8 23.02 22.01 774.54 1004.19 956.7 59.82 59.56 56.82 0.3 "Lunes" "Laborable"
"13/10/2014" "12:00" 23.18 23.2 22.06 925.7 982.69 795.17 59.68 59.43 56.24 0.3 "Lunes" "Laborable"
"13/10/2014" "13:00" 23.58 23.47 22.33 763.66 929.14 834.98 57.95 59.1 56.08 0.3 "Lunes" "Laborable"
"13/10/2014" "14:00" 23.56 23.62 22.41 673.66 844.2 878.81 57.34 58.64 55.89 0.3 "Lunes" "Laborable"
"13/10/2014" "15:00" 23.7 23.66 22.43 763.69 953.32 923.51 57.01 58.82 55.87 0.3 "Lunes" "Laborable"
"13/10/2014" "16:00" 24.08 23.82 22.68 801.92 1006.38 1000.1 55.92 58.46 55.68 0.3 "Lunes" "Laborable"
"13/10/2014" "17:00" 24.23 23.97 22.92 600.64 732.7 758.59 52.78 56.63 54.26 0.3 "Lunes" "Laborable"
"13/10/2014" "18:00" 24.16 23.71 22.87 627.31 667.5 704.81 51.45 55.09 53.53 0.3 "Lunes" "Laborable"
"13/10/2014" "19:00" 23.64 23.62 22.76 690.92 771.35 882.19 53.99 55.71 54.91 0.3 "Lunes" "Laborable"
"14/10/2014" "9:00" 22.06 22.56 21.41 744.09 759.06 511.5 55.02 55 51.6 4 "Martes" "Laborable"
"14/10/2014" "10:00" 22.93 23.22 22.12 713.65 828.47 610.08 51.46 54 50.52 6 "Martes" "Laborable"
"14/10/2014" "11:00" 23.18 23.35 22.2 701.28 875.4 717.98 50.09 53.74 50.35 0.27 "Martes" "Laborable"
"14/10/2014" "12:00" 23.31 23.18 21.87 889.95 929.41 717.68 51.16 54.56 51.08 0.27 "Martes" "Laborable"
"14/10/2014" "13:00" 23.55 23.52 21.78 830.12 835.79 591.65 51.31 55.06 50.76 0.27 "Martes" "Laborable"
"14/10/2014" "14:00" 23.72 23.99 21.93 641.08 721.31 491.16 51.64 55.32 50.33 0.27 "Martes" "Laborable"
"14/10/2014" "15:00" 24.14 24.34 22.32 689.82 726.23 487.36 51.84 55.46 50.27 0.27 "Martes" "Laborable"
"14/10/2014" "16:00" 24.65 24.76 22.75 687.96 741.54 475.22 51.55 55.37 50.06 0.27 "Martes" "Laborable"
"14/10/2014" "17:00" 25.22 25.2 23.18 799.97 847.24 586.78 51.48 55.74 50.31 0.27 "Martes" "Laborable"
"14/10/2014" "18:00" 25.27 24.83 23.21 714.29 808.84 523.72 51.56 55.81 51 7 "Martes" "Laborable"
"14/10/2014" "19:00" 24.64 24.19 23.04 510.65 635.16 436.85 53.05 55.81 52.54 0.14 "Martes" "Laborable"
"15/10/2014" "9:00" 23.92 24.31 23.41 468.04 599.76 459.65 60.98 58.07 54.85 0.27 "Miércoles" "Laborable"
"15/10/2014" "10:00" 24.27 24.47 23.44 617.11 803.77 677.34 60.68 58.97 55.83 0.27 "Miércoles" "Laborable"
"15/10/2014" "11:00" 24.66 24.6 23.55 673.62 882.9 724.78 62.27 60.05 56.68 0.27 "Miércoles" "Laborable"
"15/10/2014" "12:00" 25 24.61 23.57 812.06 977.93 787.58 61.81 60.88 57.69 7 "Miércoles" "Laborable"
"15/10/2014" "13:00" 25.18 24.67 23.69 685.55 847.11 663.4 62.08 61.33 58.29 0.27 "Miércoles" "Laborable"
"15/10/2014" "14:00" 25.21 24.93 23.9 610.46 763.63 597.07 62.74 61.56 58.42 0.27 "Miércoles" "Laborable"
"15/10/2014" "15:00" 25.6 25.32 23.91 765.47 920.08 700.54 62.46 62.66 58.41 0.27 "Miércoles" "Laborable"
"15/10/2014" "16:00" 25.99 25.48 24.09 821.61 978.99 727.31 61.94 62.63 58.22 0.27 "Miércoles" "Laborable"
"15/10/2014" "17:00" 26.06 25.47 24.09 693.57 836.27 642.56 61.65 62.24 58.23 0.27 "Miércoles" "Laborable"
"15/10/2014" "18:00" 26.15 25.7 24.44 677.77 772.19 535.38 60 60.85 57.11 7 "Miércoles" "Laborable"
"15/10/2014" "19:00" 25.58 25.25 24.38 536.04 686.81 458.15 60.93 60.04 56.95 0.14 "Miércoles" "Laborable"
"16/10/2014" "9:00" 24.16 24.55 23.73 513.43 713.81 645.56 59.93 58.59 56.56 0.27 "Jueves" "Laborable"
"16/10/2014" "10:00" 24.53 24.75 23.88 573.06 767.39 711.42 58.82 58.43 56.52 0.27 "Jueves" "Laborable"
"16/10/2014" "11:00" 24.74 24.82 23.86 582.59 775.38 701.98 59.1 58.88 56.65 0.27 "Jueves" "Laborable"
"16/10/2014" "12:00" 25.02 24.87 23.86 761.46 912.74 791.58 60.05 59.87 57.3 0.27 "Jueves" "Laborable"
"16/10/2014" "13:00" 25.2 25.05 24.1 525.31 702.53 663.33 59.44 59.61 57.21 0.27 "Jueves" "Laborable"
"16/10/2014" "14:00" 25.03 24.98 23.97 522.03 650.52 597.63 60.36 60.05 57.48 0.27 "Jueves" "Laborable"
"16/10/2014" "15:00" 25.14 25.08 24.06 568.75 771.32 697.49 60.32 60.26 57.57 0.27 "Jueves" "Laborable"
"16/10/2014" "16:00" 25.36 25.11 24.23 552.4 720.67 647.74 59.38 59.91 57.43 0.27 "Jueves" "Laborable"
"16/10/2014" "17:00" 25.33 25.03 24.1 791.88 854.17 656.86 60.21 60.18 57.36 0.26 "Jueves" "Laborable"
"16/10/2014" "18:00" 25.35 25.31 24.25 647.54 840.62 772.27 57.7 58.96 56.67 0.29 "Jueves" "Laborable"
"16/10/2014" "19:00" 25.01 25.24 24.06 657.51 799.35 727.85 58.54 58.76 55.81 0.15 "Jueves" "Laborable"
"17/10/2014" "9:00" 24.63 25.14 23.98 526.87 618.74 516.99 62.32 59.98 56.2 0.27 "Viernes" "Laborable"
"17/10/2014" "10:00" 24.88 24.83 23.79 738.25 840.8 732.65 61.14 60.19 56.82 0.27 "Viernes" "Laborable"
"17/10/2014" "11:00" 25.09 24.95 23.83 811.77 887.59 753.76 60.48 60.07 56.67 0.27 "Viernes" "Laborable"
"17/10/2014" "12:00" 25.49 25.32 24.09 745.07 836.9 679.47 59.54 59.88 56.12 0.27 "Viernes" "Laborable"
"17/10/2014" "13:00" 25.84 25.74 24.29 669.69 767.97 633.56 58.97 59.81 55.62 0.27 "Viernes" "Laborable"
"17/10/2014" "14:00" 25.94 25.96 24.3 692.61 723.8 482.79 59.38 59.97 55.12 0.27 "Viernes" "Laborable"
"17/10/2014" "15:00" 26.32 26.43 24.48 693.11 723.96 499.22 59.49 60.22 54.7 0.27 "Viernes" "Laborable"
"17/10/2014" "16:00" 26.57 26.55 24.62 716.4 740.97 563.78 60.39 60.87 55.64 0.27 "Viernes" "Laborable"
"17/10/2014" "17:00" 27.07 26.96 25.03 693.01 661.3 434.19 59.2 60.2 54.6 0.27 "Viernes" "Laborable"
"17/10/2014" "18:00" 27.39 27.34 25.39 662.25 660.88 466.61 58.08 59.38 53.99 0.27 "Viernes" "Laborable"
"17/10/2014" "19:00" 27.05 27.04 25.31 505.95 568.98 384.93 57.74 58.76 53.97 0.14 "Viernes" "Laborable"
"20/10/2014" "9:00" 24.79 25.45 24.56 598.55 719.41 633.65 58.22 56.98 54.49 0.27 "Lunes" "Laborable"
"20/10/2014" "10:00" 25.14 25.5 24.56 660.62 834.41 727.76 57.87 57.25 54.86 0.27 "Lunes" "Laborable"
"20/10/2014" "11:00" 25.54 25.73 24.64 752.64 911.09 755.43 58.31 58.15 55.28 0.27 "Lunes" "Laborable"
"20/10/2014" "12:00" 26.06 26.1 24.93 778.25 859.01 619.17 57.76 58.36 54.75 0.26 "Lunes" "Laborable"
"20/10/2014" "13:00" 26.42 26.47 25.13 750.1 760.48 538.02 57.49 58.54 54.59 0.26 "Lunes" "Laborable"
"20/10/2014" "14:00" 26.81 27.28 25.47 676.6 727.36 543.81 57.67 58.75 53.72 0.26 "Lunes" "Laborable"
"20/10/2014" "15:00" 27.25 27.96 25.91 709.63 726.74 572.79 53.43 57.15 50.88 2.19 "Lunes" "Laborable"
"20/10/2014" "16:00" 26.6 27.17 25.32 924.57 811.4 769.99 45.03 54.88 46.68 3.92 "Lunes" "Laborable"
"20/10/2014" "17:00" 26.09 25.92 24.64 1066.5 1039.36 892.91 45.1 51.67 47.12 3.15 "Lunes" "Laborable"
"20/10/2014" "18:00" 25.85 25.47 24.57 945.01 950.07 808.22 52.77 54.83 52.56 1.12 "Lunes" "Laborable"
"20/10/2014" "19:00" 25.86 25.9 24.84 775.53 803.87 660.1 56.48 57.24 53.72 0.7 "Lunes" "Laborable"
"21/10/2014" "9:00" 25.44 26.04 24.99 801.18 888.49 744.9 58.87 57.15 54.14 0.27 "Martes" "Laborable"
"21/10/2014" "10:00" 25.76 26.22 25.03 934.63 980.24 868.99 58.19 57.35 54.42 0.27 "Martes" "Laborable"
"21/10/2014" "11:00" 26.05 26.47 25.23 945.06 1010.1 882.9 57.67 57.45 54.34 0.27 "Martes" "Laborable"
"21/10/2014" "12:00" 26.21 26.71 25.32 942.55 1023.32 885.75 55.07 56.08 52.6 1.26 "Martes" "Laborable"
"21/10/2014" "13:00" 25.9 26.31 24.87 964.68 981.07 846.12 56.75 57.55 53.79 1.28 "Martes" "Laborable"
"21/10/2014" "14:00" 25.91 26.3 24.93 755.2 855.81 719.68 59.05 59.43 55.81 0.73 "Martes" "Laborable"
"21/10/2014" "15:00" 25.79 26.1 24.81 727.79 800.16 662.27 57.42 57.85 54.24 1.46 "Martes" "Laborable"
"21/10/2014" "16:00" 26.03 25.91 24.77 889.56 1036.29 909.47 55.73 56.87 53.79 0.11 "Martes" "Laborable"
"21/10/2014" "17:00" 26.62 26.56 25.32 924.02 1024.22 886.03 57 59.07 55.96 0.3 "Martes" "Laborable"
"21/10/2014" "18:00" 26.6 26.58 25.45 799.89 850.05 729.28 53.53 57 54.19 1 "Martes" "Laborable"
"21/10/2014" "19:00" 26.16 26.5 25.39 665.98 741.83 666.58 54.93 56.81 53.45 0.16 "Martes" "Laborable"
"22/10/2014" "9:00" 23.56 24.26 23.34 723.51 759.61 671.51 59.2 56.38 54.34 0.31 "Miércoles" "Laborable"
"22/10/2014" "10:00" 24 24.56 23.47 776.57 785.34 679.19 57.37 56.12 53.74 1 "Miércoles" "Laborable"
"22/10/2014" "11:00" 24.45 24.96 23.96 754.37 829.78 704.51 56.24 56.04 53.49 0.31 "Miércoles" "Laborable"
"22/10/2014" "12:00" 24.96 25.5 24.36 800.6 893.59 737.93 55.76 56.08 53.03 0.31 "Miércoles" "Laborable"
"22/10/2014" "13:00" 25.55 26.35 24.77 704.13 896.9 781.1 54.74 56.13 52.21 0.31 "Miércoles" "Laborable"
"22/10/2014" "14:00" 26.17 27.29 25.27 787.68 949.38 801.63 54.36 56.17 51.3 0.3 "Miércoles" "Laborable"
"22/10/2014" "15:00" 26.55 27.66 25.49 883.86 919.14 849.83 50.28 55.03 48.69 2.49 "Miércoles" "Laborable"
"22/10/2014" "16:00" 25.99 26.97 24.97 1027.58 875.94 908.99 44.71 53.27 45.64 3.87 "Miércoles" "Laborable"
